PROJECT_DEV,WBS_element,Sales_Document,SO DATE,CUSTOMER PO NUMBER,Sold-to_party,MATERIAL CODE,MATERIAL NAME,NO,QTY SO,UOM,UNIT PRICE SO,TOTAL PRICE SO,DELIVER QTY,UOM.1,UNIT PRICE DO,DELIVERED,TO BE DELIVER QTY,INVOICED QTY,UOM.2,UNIT PRICE INVOICE,TOTAL PRICE BILLING,TO BE INVOICED,PO date,Req.dlv.dt,Duration (in days),Status
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0080,ABS 080 Jeruk Abu,170,5,PC,1100000,5500000,5,,1100000,5500000,0,5,,1100000,5500000,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000193,1200000208,2/24/2023,PON/GMB/0223/00033,20047,FGB566A0082,ABS 082 Jeruk Abu,200,5,PC,3472000,17360000,5,,3472000,17360000,0,5,,3472000,17360000,0,24.02.2023,08.03.2023,12,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0063,ABS 063 Jeruk Abu,10,5,PC,996000,4980000,5,,996000,4980000,0,5,,996000,4980000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0064,ABS 064 Jeruk Abu,20,5,PC,1178000,5890000,5,,1178000,5890000,0,5,,1178000,5890000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0067,ABS 067 Jeruk Abu,30,5,PC,2375000,11875000,5,,2375000,11875000,0,5,,2375000,11875000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0068,ABS 068 Jeruk Abu,40,5,PC,1977000,9885000,5,,1977000,9885000,0,5,,1977000,9885000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0069,ABS 069 Jeruk Abu,50,5,PC,1977000,9885000,5,,1977000,9885000,0,5,,1977000,9885000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0070,ABS 070 JERUK ABU,60,5,PC,1700500,8502500,5,,1700500,8502500,0,5,,1700500,8502500,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0071,ABS 071 JERUK ABU,70,5,PC,1731000,8655000,5,,1731000,8655000,0,5,,1731000,8655000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0072,ABS 072 JERUK ABU,80,5,PC,1750000,8750000,5,,1750000,8750000,0,5,,1750000,8750000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0073,ABS 073 Jeruk Abu,90,5,PC,2660000,13300000,5,,2660000,13300000,0,5,,2660000,13300000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0074,ABS 074 Jeruk Abu,100,5,PC,2660000,13300000,5,,2660000,13300000,0,5,,2660000,13300000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0075,ABS 075 Jeruk Abu,110,5,PC,1902000,9510000,5,,1902000,9510000,0,5,,1902000,9510000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0076,ABS 076 Jeruk Abu,120,5,PC,1855000,9275000,5,,1855000,9275000,0,5,,1855000,9275000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0080,ABS 080 Jeruk Abu,150,5,PC,1100000,5500000,5,,1100000,5500000,0,5,,1100000,5500000,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000127,1200000214,3/6/2023,PON/GMB/0323/00012,20047,FGB566A0081,ABS 081 Jeruk Abu,160,5,PC,2360500,11802500,5,,2360500,11802500,0,5,,2360500,11802500,0,01.03.2023,18.03.2023,17,Complete
M9-23004,M9-23004.9000000245,1200000237,6/16/2023,PON/GMB/0523/00066,20047,FGB566A0063,ABS 063 Jeruk Abu,10,5,PC,996000,4980000,5,,996000,4980000,0,5,,996000,4980000,0,29.05.2023,09.06.2023,11,Complete
M9-23004,M9-23004.9000000254,1200000241,6/21/2023,PON/GMB/0623/00059,20047,FGB566A0082,ABS 082 Jeruk Abu,130,5,PC,3472000,17360000,5,,3472000,17360000,0,5,,3472000,17360000,0,20.06.2023,20.06.2023,0,Complete
M9-23004,M9-23004.9000000215,1200000248,7/24/2023,PON/GMB/0423/00014,20047,FGB566A0088,ABS 088 Jeruk Abu,20,5,PC,1825000,9125000,5,,1825000,9125000,0,5,,1825000,9125000,0,06.04.2023,17.04.2023,11,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0063,ABS 063 Jeruk Abu,10,5,PC,996000,4980000,5,,996000,4980000,0,5,,996000,4980000,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0064,ABS 064 Jeruk Abu,20,5,PC,1178000,5890000,5,,1178000,5890000,0,5,,1178000,5890000,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0067,ABS 067 Jeruk Abu,30,5,PC,2375000,11875000,5,,2375000,11875000,0,5,,2375000,11875000,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0070,ABS 070 JERUK ABU,40,5,PC,1700500,8502500,5,,1700500,8502500,0,5,,1700500,8502500,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0071,ABS 071 JERUK ABU,50,5,PC,1731000,8655000,5,,1731000,8655000,0,5,,1731000,8655000,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0077,ABS 077 JERUK ABU,60,5,PC,3472000,17360000,5,,3472000,17360000,0,5,,3472000,17360000,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0080,ABS 080 Jeruk Abu,90,5,PC,1100000,5500000,5,,1100000,5500000,0,5,,1100000,5500000,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0082,ABS 082 Jeruk Abu,110,5,PC,3472000,17360000,5,,3472000,17360000,0,5,,3472000,17360000,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0091,ABS 091 JERUK ABU + SAMBUNGAN,140,5,PC,2596250,12981250,5,,2596250,12981250,0,5,,2596250,12981250,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0092,ABS 092 JERUK ABU + SAMBUNGAN,150,5,PC,2596250,12981250,5,,2596250,12981250,0,5,,2596250,12981250,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0093,ABS 093 JERUK ABU,160,5,PC,3723750,18618750,5,,3723750,18618750,0,5,,3723750,18618750,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0094,ABS 094 JERUK ABU,170,5,PC,3706250,18531250,5,,3706250,18531250,0,5,,3706250,18531250,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0095,ABS 095 JERUK ABU,180,5,PC,1011250,5056250,5,,1011250,5056250,0,5,,1011250,5056250,0,09.08.2023,29.08.2023,20,Complete
M9-23004,M9-23004.9000000271,1200000250,8/18/2023,PON/GMB/0823/00023,20047,FGB566A0096,ABS 096 JERUK ABU,190,5,PC,1047500,5237500,5,,1047500,5237500,0,5,,1047500,5237500,0,09.08.2023,29.08.2023,20,Complete
M2-23001,M2-23001.9000000302,1200000267,11/6/2023,237/D3/IMSS/2023,140001,FGB561U04006,B23 BOGIE TO CARBODY HOSE,20,5,PC,1433000,7165000,5,,1433000,7165000,0,5,,1433000,7165000,0,19.10.2023,07.12.2023,49,Complete
M5-24001,M5-24001.7100001805,1200000339,10/11/2024,7100001805,140011,FG22D08GG00252HAW0,SEALANT,20,5,PC,725000,3625000,5,,725000,3625000,0,5,,725000,3625000,0,26.01.2024,27.02.2024,32,Complete
M1-23001,M1-23001.4500009981,1200000215,3/8/2023,4500009981,140000,FGB52TK0507,Speed Sensor,20,4,PC,26260000,105040000,4,,26260000,105040000,0,4,,26260000,105040000,0,06.03.2023,30.04.2023,55,Complete
M1-23001,M1-23001.4500009981,1200000215,3/8/2023,4500009981,140000,FGB52TB5090,Pressure Sensor,30,4,PC,19872000,79488000,4,,19872000,79488000,0,4,,19872000,79488000,0,06.03.2023,30.04.2023,55,Complete
M2-23001,M2-23001.9000000302,1200000267,11/6/2023,237/D3/IMSS/2023,140001,FGB561U04005,B10 BOGIE TO CARBODY HOSE,10,4,PC,2032000,8128000,4,,2032000,8128000,0,4,,2032000,8128000,0,19.10.2023,07.12.2023,49,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AG1002P02,Emergency Window,70,4,SET,22910588,91642352,4,,22910588,91642352,0,4,,22910588,91642352,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AG1002P03,Openable Window,80,4,SET,33988236,135952944,4,,33988236,135952944,0,4,,33988236,135952944,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BC0204,Luggage Rack,420,4,SET,19335040,77340160,4,,19335040,77340160,0,4,,19335040,77340160,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0124,Pintu Lorong,900,8,SET,101073200,808585600,4,,101073200,404292800,4,4,,101073200,404292800,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0126,Pintu masuk kereta bagasi,910,4,SET,78701680,314806720,4,,78701680,314806720,0,4,,78701680,314806720,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0127,Pintu masuk kendaraan,920,4,SET,148652120,594608480,4,,148652120,594608480,0,4,,148652120,594608480,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0128,Pintu jembatan,930,4,SET,26233000,104932000,4,,26233000,104932000,0,4,,26233000,104932000,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BC0207,Rak helm,1050,4,SET,1967640,7870560,4,,1967640,7870560,0,4,,1967640,7870560,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC1115,Pintu maintenance r. radiator,1230,8,SET,10200240,81601920,4,,10200240,40800960,4,4,,10200240,40800960,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AB1601P01,Side wall interior,1290,4,SET,125420300,501681200,4,,125420300,501681200,0,4,,125420300,501681200,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50DI2012P04,Box panel elektrik,1410,4,SET,23675924,94703696,4,,23675924,94703696,0,4,,23675924,94703696,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB84QA00041,PEMADAM API CF-21 KAP 3KG,1430,4,PC,6571320,26285280,4,,6571320,26285280,0,4,,6571320,26285280,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AK602P02,Dudukan semboyan,1480,4,SET,1586116,6344464,4,,1586116,6344464,0,4,,1586116,6344464,0,04.09.2023,30.04.2026,969,Complete
M1-23010,M1-23010.4500010505,1200000290,2/19/2024,4500010505,140000,FGB281A17001,BUILDERS PLATE,10,4,PC,652960,2611840,4,,652960,2611840,0,4,,652960,2611840,0,15.02.2024,22.04.2024,67,Complete
M1-23002,M1-23002.4500010705,1200000298,4/29/2024,4500010705,140000,FGA11ST0060H16,STEEL PLATE,30,4,SHT,40121600,160486400,4,,40121600,160486400,0,4,,40121600,160486400,0,22.03.2024,30.04.2024,39,Complete
M1-23002,M1-23002.4500010705,1200000298,4/29/2024,4500010705,140000,FGA11ZX0120F20,STEEL PLATE,100,4,SHT,69348400,277393600,4,,69348400,277393600,0,4,,69348400,277393600,0,22.03.2024,30.04.2024,39,Complete
M9-22007,M9-22007.9000000105,1200000187,1/17/2023,PO-22006248#1,20046,CVBD-C3PA7A4-ABAV,BODY COVER 1250/20/400/50/Dyn5,10,3,UN,7853940,23561820,3,,7853940,23561820,0,0,,7853940,0,3,17.02.2023,11.01.2023,-37,Complete
M9-22007,M9-22007.9000000105,1200000187,1/17/2023,PO-22006248#1,20046,TNBD-C3PA7A4-ABAV,BODY TANK 1250/20/400/50/Dyn5,20,3,UN,52049640,156148920,3,,52049640,156148920,0,0,,52049640,0,3,17.02.2023,11.01.2023,-37,Complete
M9-22007,M9-22007.9000000105,1200000187,1/17/2023,PO-22006248#1,20046,CVBD-C3QA7A4-ABAV,BODY COVER 1600/20/400//50/Dyn5,30,3,UN,12650940,37952820,3,,12650940,37952820,0,0,,12650940,0,3,17.02.2023,11.01.2023,-37,Complete
M9-22007,M9-22007.9000000105,1200000187,1/17/2023,PO-22006248#1,20046,TNBD-C3QA7A4-ABAV,BODY TANK 1600/20/400//50/Dyn5,40,3,UN,42418080,127254240,3,,42418080,127254240,0,0,,42418080,0,3,17.02.2023,11.01.2023,-37,Complete
M9-23004,M9-23004.9000000296,1200000260,10/13/2023,PON/GMB/1023/00035,20047,FGB566A0088,ABS 088 Jeruk Abu,150,3,PC,1095000,3285000,3,,1095000,3285000,0,0,,1095000,0,3,12.10.2023,31.10.2023,19,Complete
M1-22040,M1-22040.4500009895,1200000160,1/5/2023,4500009895,140000,FGB50CA0109,Lavatory System For DEMU,10,4,SET,1760000000,7040000000,3,,1760000000,5280000000,1,3,,1760000000,5280000000,0,11.11.2022,28.02.2023,109,On Progress
M3-23001,M3-23001.9000000197,1200000213,3/2/2023,POIMST/0223/00023,140002,FGB561U03021,FLEXIBLE HOSE OF MR & BP FOR INTERCAR,10,3,PC,5386500,16159500,3,,5386500,16159500,0,3,,5386500,16159500,0,10.02.2023,13.03.2023,31,Complete
M9-22007,M9-22007.9000000115,1200000202,1/31/2023,PO-22006732#1,20046,TNBD-C3QA7A41-,BODY TANK DOU 1600/20/400/50/Dyn5 + ISD,20,2,UN,25342960,50685920,2,,25342960,50685920,0,0,,25342960,0,2,20.02.2023,20.02.2023,0,Complete
M9-22007,M9-22007.9000000115,1200000202,1/31/2023,PO-22006732#1,20046,TNBD-C3QA7A4-B,"BODY TANK DO 1600/20/400/50/Dyn5 + ISD,",30,2,UN,22784960,45569920,2,,22784960,45569920,0,0,,22784960,0,2,20.02.2023,20.02.2023,0,Complete
M9-22007,M9-22007.9000000115,1200000202,1/31/2023,PO-22006732#1,20046,CVBD-C3QA7A4-O,BODY COVER DO 1600/20/400/50/Dyn5 + ISD,40,2,UN,4689960,9379920,2,,4689960,9379920,0,0,,4689960,0,2,20.02.2023,20.02.2023,0,Complete
M9-22007,M9-22007.9000000115,1200000202,1/31/2023,PO-22006732#1,20046,CVBD-C3SA7A4-O,BODY COVER DO 2500/20/400/50/Dyn5 + IS,50,2,UN,9798520,19597040,2,,9798520,19597040,0,0,,9798520,0,2,20.02.2023,20.02.2023,0,Complete
M9-22007,M9-22007.9000000115,1200000202,1/31/2023,PO-22006732#1,20046,CVBD-C3QA7A41-,BODY COVER DOU 1600/20/400/50/Dyn5,60,2,UN,6249960,12499920,2,,6249960,12499920,0,0,,6249960,0,2,20.02.2023,20.02.2023,0,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,TNBD-C3PA7A41,"BODY TANKI 1250/20/400/50/Dyn5 + ISD,",60,2,UN,20347760,40695520,2,,20347760,40695520,0,0,,20347760,0,2,11.01.2023,11.01.2023,0,Complete
M2-23001,M2-23001.9000000272,1200000251,8/18/2023,181/D3/IMSS/2023,140001,FGB52TH0775,MOTOR EVAPORATOR AC,10,2,PC,74000000,148000000,2,,74000000,148000000,0,0,,74000000,0,2,08.08.2023,10.10.2023,63,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AK0502,External addition,200,2,SET,13990840,27981680,2,,13990840,27981680,0,1,,13990840,13990840,1,04.09.2023,30.04.2026,969,Complete
M1-22002,M1-22002.4500009885,1200000165,1/10/2023,4500009885,140000,FGB404G14006,PASSANGER ENTRANCE WINDOW GLASS,70,2,PC,8400000,16800000,2,,8400000,16800000,0,2,,8400000,16800000,0,21.10.2022,16.12.2022,56,Complete
M3-22003,M3-22003.9000000089,1200000167,1/10/2023,POIMST/0822/00056,140002,FGB020H17020,GEAR (End Cap) Material SS400 sesuai Dra,10,2,PC,24600000,49200000,2,,24600000,49200000,0,2,,24600000,49200000,0,24.08.2022,30.11.2022,98,Complete
M9-23004,M9-23004.9000000111,1200000194,1/25/2023,PON/GMB/0123/00038,20047,FGB566A0083,ABS 083 JERUK ABU,10,2,PC,300000,600000,2,,300000,600000,0,2,,300000,600000,0,24.01.2023,30.01.2023,6,Complete
M3-23001,M3-23001.9000000172,1200000217,3/17/2023,POIMST/0323/00014,140002,FGB561U03021,FLEXIBLE HOSE OF MR & BP FOR INTERCAR,10,2,PC,3591000,7182000,2,,3591000,7182000,0,2,,3591000,7182000,0,09.03.2023,28.04.2023,50,Complete
M9-22007,M9-22007.9000000153,1200000218,3/24/2023,PO-22004897#1,20046,CVBD-C3PA7A4-OBAA,BODY COVER 1250/20/400/50/Dyn5 + ISD,70,2,UN,4923960,9847920,2,,4923960,9847920,0,2,,4923960,9847920,0,11.01.2023,11.01.2023,0,Complete
M9-23004,M9-23004.9000000217,1200000220,4/11/2023,PON/GMB/0423/00018,20047,FGB566A0082,ABS 082 Jeruk Abu,10,2,PC,1388800,2777600,2,,1388800,2777600,0,2,,1388800,2777600,0,10.04.2023,20.04.2023,10,Complete
M1-23010,M1-23010.4500010093,1200000257,9/25/2023,4500010093,140000,FGD99UX0038,KOTAK + PERALATAN P3K BOX + ISI,10,2,SET,2000000,4000000,2,,2000000,4000000,0,2,,2000000,4000000,0,05.09.2023,03.11.2023,59,Complete
M1-22038,M1-22038.4500010284,1200000286,1/17/2024,4500010284,140000,FGD83SP1005,Snowman White Marker,110,2,PC,46000,92000,2,,46000,92000,0,2,,46000,92000,0,29.12.2023,31.01.2024,33,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50JA0101P04,Floor Sub-Structure,140,2,SET,133574440,267148880,2,,133574440,267148880,0,2,,133574440,267148880,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50JA0201,Insulation,250,2,SET,77181860,154363720,2,,77181860,154363720,0,2,,77181860,154363720,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50JA0201,Insulation,260,2,SET,115772700,231545400,2,,115772700,231545400,0,2,,115772700,231545400,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BA5003,Crew Seat,340,4,SET,6598280,26393120,2,,6598280,13196560,2,2,,6598280,13196560,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BC0203,Luggage Rack,410,4,SET,19335040,77340160,2,,19335040,38670080,2,2,,19335040,38670080,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB52TH0001P01,AC 20.000 Kcal/h,780,2,SET,552252300,1104504600,2,,552252300,1104504600,0,2,,552252300,1104504600,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0121,Pintu Gangway Modular + Door Lintel,870,4,SET,86712200,346848800,2,,86712200,173424400,2,2,,86712200,173424400,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0122,Pintu ruang operator,880,2,SET,17357480,34714960,2,,17357480,34714960,0,2,,17357480,34714960,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB47FA0016,Mechanical brake force transmission,980,2,SET,76355920,152711840,2,,76355920,152711840,0,2,,76355920,152711840,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGA52YP0311,Cable Protection,1040,2,SET,29067106,58134212,2,,29067106,58134212,0,2,,29067106,58134212,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BN0005,"Train Marking (Name plate,panel marking)",1100,2,SET,6884700,13769400,2,,6884700,13769400,0,2,,6884700,13769400,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50BN0601,Train Marking and Accesories,1110,2,SET,6884700,13769400,2,,6884700,13769400,0,2,,6884700,13769400,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AC0117,Pintu ruang genset,1180,4,SET,22256640,89026560,2,,22256640,44513280,2,2,,22256640,44513280,0,04.09.2023,30.04.2026,969,On Progress
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50AB1501P02,Ceiling panel P2,1280,2,SET,48750470,97500940,2,,48750470,97500940,0,2,,48750470,97500940,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50DI2010P01,Box stop blok,1370,2,SET,3829342,7658684,2,,3829342,7658684,0,2,,3829342,7658684,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50DI2011P01,Box komponen Elektrik,1390,2,SET,11837760,23675520,2,,11837760,23675520,0,2,,11837760,23675520,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB50DI2012P01,Box stop blok,1400,2,SET,3829342,7658684,2,,3829342,7658684,0,2,,3829342,7658684,0,04.09.2023,30.04.2026,969,Complete
M1-22041,M1-22041.4500010091,1200000287,1/22/2024,4500010091,140000,FGB52TH0002P01,AC UNIT,1610,4,SET,774769988,3099079952,2,,774769988,1549539976,2,2,,774769988,1549539976,0,04.09.2023,30.04.2026,969,On Progress
M1-23010,M1-23010.4500010505,1200000290,2/19/2024,4500010505,140000,FGB48NU0002,BOGIE TYPE & BOGIE NO. PLATE MB,20,2,PC,215820,431640,2,,215820,431640,0,2,,215820,431640,0,15.02.2024,22.04.2024,67,Complete
M1-23010,M1-23010.4500010505,1200000290,2/19/2024,4500010505,140000,FGB48NU0003,BOGIE TYPE & BOGIE NO. PLATE TB,30,2,PC,215820,431640,2,,215820,431640,0,2,,215820,431640,0,15.02.2024,22.04.2024,67,Complete
M9-24002,M9-24002.9000000344,1200000291,2/22/2024,001/GII-PO/I/24,20060,FGB40KA0006,FUEL DISPENSER WELLDONE,10,2,UN,76500000,153000000,2,,76500000,153000000,0,2,,76500000,153000000,0,15.01.2024,21.02.2024,37,Complete
M1-23002,M1-23002.4500010705,1200000298,4/29/2024,4500010705,140000,FGA11ST0100D16,STEEL PLATE,40,2,SHT,31593600,63187200,2,,31593600,63187200,0,2,,31593600,63187200,0,22.03.2024,30.04.2024,39,Complete
M9-22007,M9-22007.9000000105,1200000187,1/17/2023,PO-22006248#1,20046,CVBD-C3SA7A4-ABA,BODY COVER 2500/20/400/50/Dyn5+ ISD,50,1,UN,5581980,5581980,1,,5581980,5581980,0,0,,5581980,0,1,17.02.2023,11.01.2023,-37,Complete
M9-22007,M9-22007.9000000105,1200000187,1/17/2023,PO-22006248#1,20046,TNBD-C3SA7A4-ABAV,BODY TANK 2500/20/400/50/Dyn5+ISD,60,1,UN,15978860,15978860,1,,15978860,15978860,0,0,,15978860,0,1,17.02.2023,11.01.2023,-37,Complete
M1-22002,M1-22002.4500010030,1200000249,8/18/2023,4500010030,140000,FGB561G13005,MR HOSE COUPLING FOR INTERCAR,10,1,PC,1834847,1834847,1,,1834847,1834847,0,0,,1834847,0,1,02.08.2023,18.08.2023,16,Complete
0,0,1200000265,10/25/2023,002/PO/HJR/X/2023,30189,SERVICE_IMS_EX_SET,GRILL AC DIFFUSER,10,1,SET,5000400,5000400,1,,5000400,5000400,0,0,,5000400,0,1,13.10.2023,17.11.2023,35,Complete
M1-22041,M1-22041.4500011540,1200000322,9/4/2024,4500011540,140000,FGB50AG1002P01,Fix Window,50,1,SET,6671765,6671765,1,,6671765,6671765,0,0,,6671765,0,1,14.08.2024,27.04.2025,256,Complete
M1-22041,M1-22041.4500011540,1200000322,9/4/2024,4500011540,140000,FGB50AG1002P01,Fix Window,60,1,SET,6671765,6671765,1,,6671765,6671765,0,0,,6671765,0,1,14.08.2024,27.04.2025,256,Complete
M1-22041,M1-22041.4500011540,1200000322,9/4/2024,4500011540,140000,FGB50AG1002P01,Fix Window,70,1,SET,6671765,6671765,1,,6671765,6671765,0,0,,6671765,0,1,14.08.2024,27.04.2025,256,Complete
M1-22041,M1-22041.4500011540,1200000322,9/4/2024,4500011540,140000,FGB50AG1002P01,Fix Window,80,1,SET,6671765,6671765,1,,6671765,6671765,0,0,,6671765,0,1,14.08.2024,27.04.2025,256,Complete
M1-22041,M1-22041.4500011540,1200000322,9/4/2024,4500011540,140000,FGB50AG1002P01,Fix Window,90,1,SET,6671765,6671765,1,,6671765,6671765,0,0,,6671765,0,1,14.08.2024,27.04.2025,256,Complete
M1-22041,M1-22041.4500011540,1200000322,9/4/2024,4500011540,140000,FGB50AG1002P01,Fix Window,100,1,SET,6671765,6671765,1,,6671765,6671765,0,0,,6671765,0,1,14.08.2024,27.04.2025,256,Complete
